#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Crebbp	Med14	10090.ENSMUSP00000023165	10090.ENSMUSP00000094239	0	0	0	0	0.084	0	0.500	0.225	0.614
Crebbp	Hsf1	10090.ENSMUSP00000023165	10090.ENSMUSP00000072617	0	0	0	0	0.060	0.093	0.400	0.337	0.615
Crebbp	Usf1	10090.ENSMUSP00000023165	10090.ENSMUSP00000125729	0	0	0	0	0	0	0	0.616	0.616
Crebbp	Nfatc2	10090.ENSMUSP00000023165	10090.ENSMUSP00000074198	0	0	0	0	0	0.168	0	0.559	0.617
Crebbp	Mitf	10090.ENSMUSP00000023165	10090.ENSMUSP00000044938	0	0	0	0	0	0.292	0	0.482	0.617
Crebbp	Tbl1x	10090.ENSMUSP00000023165	10090.ENSMUSP00000085549	0	0	0	0	0.052	0.087	0.500	0.226	0.620
Crebbp	Sirt2	10090.ENSMUSP00000023165	10090.ENSMUSP00000072732	0	0	0	0	0	0.196	0	0.548	0.621
Crebbp	Egln1	10090.ENSMUSP00000023165	10090.ENSMUSP00000034469	0	0	0	0	0	0	0	0.622	0.622
Crebbp	Yap1	10090.ENSMUSP00000023165	10090.ENSMUSP00000069554	0	0	0	0	0.043	0.207	0	0.546	0.625
Crebbp	Mef2c	10090.ENSMUSP00000023165	10090.ENSMUSP00000143401	0	0	0	0	0.042	0.379	0	0.423	0.627
Crebbp	Tada3	10090.ENSMUSP00000023165	10090.ENSMUSP00000032410	0	0	0	0	0	0.132	0	0.588	0.627
Crebbp	Neurod1	10090.ENSMUSP00000023165	10090.ENSMUSP00000040364	0	0	0	0	0	0.118	0	0.595	0.627
Crebbp	Ikbkb	10090.ENSMUSP00000023165	10090.ENSMUSP00000033939	0	0	0	0	0.058	0.299	0	0.486	0.631
Crebbp	Tfap2a	10090.ENSMUSP00000023165	10090.ENSMUSP00000105822	0	0	0	0	0	0.100	0.500	0.249	0.632
Crebbp	Mdk	10090.ENSMUSP00000023165	10090.ENSMUSP00000028672	0	0	0	0	0	0	0	0.632	0.632
Crebbp	Kdm1a	10090.ENSMUSP00000023165	10090.ENSMUSP00000101473	0	0	0	0	0.052	0.082	0	0.613	0.634
Crebbp	Nfkb2	10090.ENSMUSP00000023165	10090.ENSMUSP00000107512	0	0	0	0	0	0.271	0	0.520	0.635
Crebbp	Kat7	10090.ENSMUSP00000023165	10090.ENSMUSP00000103362	0	0	0	0	0.071	0.105	0	0.598	0.636
Crebbp	Sox2	10090.ENSMUSP00000023165	10090.ENSMUSP00000096755	0	0	0	0	0	0.099	0	0.613	0.636
Crebbp	Med13	10090.ENSMUSP00000023165	10090.ENSMUSP00000044268	0	0	0	0	0.184	0	0.500	0.182	0.637
Crebbp	Med23	10090.ENSMUSP00000023165	10090.ENSMUSP00000090316	0	0	0	0	0.073	0	0.500	0.281	0.637
Crebbp	Irf1	10090.ENSMUSP00000023165	10090.ENSMUSP00000104548	0	0	0	0	0	0.277	0	0.524	0.641
Crebbp	Ctbp1	10090.ENSMUSP00000023165	10090.ENSMUSP00000078682	0	0	0	0	0.047	0.304	0	0.505	0.643
Crebbp	Gata3	10090.ENSMUSP00000023165	10090.ENSMUSP00000100041	0	0	0	0	0	0.101	0	0.624	0.647
Crebbp	Notch3	10090.ENSMUSP00000023165	10090.ENSMUSP00000085016	0	0	0	0	0	0.070	0.500	0.308	0.650
Crebbp	Mecp2	10090.ENSMUSP00000023165	10090.ENSMUSP00000033770	0	0	0	0	0.046	0	0	0.648	0.650
Crebbp	Mef2b	10090.ENSMUSP00000023165	10090.ENSMUSP00000105773	0	0	0	0	0	0.289	0	0.528	0.650
Crebbp	Foxm1	10090.ENSMUSP00000023165	10090.ENSMUSP00000073041	0	0	0	0	0	0.267	0	0.551	0.657
Crebbp	Klf13	10090.ENSMUSP00000023165	10090.ENSMUSP00000067680	0	0	0	0	0.084	0.102	0	0.619	0.659
Crebbp	Trp73	10090.ENSMUSP00000023165	10090.ENSMUSP00000101269	0	0	0	0	0	0.274	0	0.556	0.663
Crebbp	Tfap2d	10090.ENSMUSP00000023165	10090.ENSMUSP00000037699	0	0	0	0	0	0.327	0.500	0.086	0.665
Crebbp	Kat6b	10090.ENSMUSP00000023165	10090.ENSMUSP00000138377	0	0	0	0	0.139	0.132	0	0.590	0.667
Crebbp	Runx3	10090.ENSMUSP00000023165	10090.ENSMUSP00000050353	0	0	0	0	0	0.123	0.500	0.307	0.669
Crebbp	Hdac4	10090.ENSMUSP00000023165	10090.ENSMUSP00000095249	0	0	0	0	0.058	0.139	0	0.631	0.675
Crebbp	Kmt2b	10090.ENSMUSP00000023165	10090.ENSMUSP00000103789	0	0	0	0	0.123	0.630	0	0.079	0.675
Crebbp	Dot1l	10090.ENSMUSP00000023165	10090.ENSMUSP00000100973	0	0	0	0	0.049	0	0	0.678	0.681
Crebbp	Nsd1	10090.ENSMUSP00000023165	10090.ENSMUSP00000097089	0	0	0	0	0.430	0.136	0	0.408	0.683
Crebbp	Mybl1	10090.ENSMUSP00000023165	10090.ENSMUSP00000086034	0	0	0	0	0.054	0.393	0	0.493	0.683
Crebbp	Tbp	10090.ENSMUSP00000023165	10090.ENSMUSP00000124317	0	0	0	0	0.073	0.093	0	0.656	0.685
Crebbp	Ppargc1b	10090.ENSMUSP00000023165	10090.ENSMUSP00000074771	0	0	0	0	0	0	0	0.687	0.687
Crebbp	Pbx2	10090.ENSMUSP00000023165	10090.ENSMUSP00000040464	0	0	0	0	0.066	0.072	0	0.669	0.688
Crebbp	Pou1f1	10090.ENSMUSP00000023165	10090.ENSMUSP00000135113	0	0	0	0	0.047	0.102	0	0.666	0.689
Crebbp	Tbl1xr1	10090.ENSMUSP00000023165	10090.ENSMUSP00000142184	0	0	0	0	0.115	0.087	0.500	0.335	0.695
Crebbp	Daxx	10090.ENSMUSP00000023165	10090.ENSMUSP00000128504	0	0	0	0	0	0.267	0	0.603	0.696
Crebbp	Tcf12	10090.ENSMUSP00000023165	10090.ENSMUSP00000139365	0	0	0	0	0.066	0.615	0	0.232	0.700
Crebbp	Jund	10090.ENSMUSP00000023165	10090.ENSMUSP00000092901	0	0	0	0	0.064	0.267	0	0.601	0.702
Crebbp	Crem	10090.ENSMUSP00000023165	10090.ENSMUSP00000121233	0	0	0	0	0.050	0.098	0	0.681	0.703
Crebbp	Smarcc1	10090.ENSMUSP00000023165	10090.ENSMUSP00000086094	0	0	0	0	0.144	0	0	0.673	0.709
Crebbp	Klf1	10090.ENSMUSP00000023165	10090.ENSMUSP00000064366	0	0	0	0	0	0.168	0	0.666	0.710
Crebbp	Hipk2	10090.ENSMUSP00000023165	10090.ENSMUSP00000124133	0	0	0	0	0.118	0.104	0	0.670	0.716
Crebbp	Gsk3b	10090.ENSMUSP00000023165	10090.ENSMUSP00000110398	0	0	0	0	0.260	0.080	0	0.617	0.716
Crebbp	Snai1	10090.ENSMUSP00000023165	10090.ENSMUSP00000050581	0	0	0	0	0	0.267	0	0.649	0.731
Crebbp	Med12	10090.ENSMUSP00000023165	10090.ENSMUSP00000085260	0	0	0	0	0.137	0	0.500	0.428	0.732
Crebbp	Rbbp7	10090.ENSMUSP00000023165	10090.ENSMUSP00000033720	0	0	0	0	0.050	0.082	0.400	0.552	0.734
Crebbp	Thra	10090.ENSMUSP00000023165	10090.ENSMUSP00000068281	0	0	0	0	0.047	0.121	0.650	0.227	0.743
Crebbp	Klf4	10090.ENSMUSP00000023165	10090.ENSMUSP00000103245	0	0	0	0	0	0.262	0	0.677	0.751
Crebbp	Rbbp4	10090.ENSMUSP00000023165	10090.ENSMUSP00000099658	0	0	0	0	0.084	0.082	0.400	0.569	0.753
Crebbp	Nr3c1	10090.ENSMUSP00000023165	10090.ENSMUSP00000111229	0	0	0	0	0.048	0.477	0	0.558	0.760
Crebbp	Rxrb	10090.ENSMUSP00000023165	10090.ENSMUSP00000036585	0	0	0	0	0	0.282	0.650	0.122	0.760
Crebbp	Rps6ka1	10090.ENSMUSP00000023165	10090.ENSMUSP00000101514	0	0	0	0	0	0.168	0	0.730	0.765
Crebbp	Nup98	10090.ENSMUSP00000023165	10090.ENSMUSP00000148115	0	0	0	0	0.318	0.168	0	0.632	0.773
Crebbp	Rara	10090.ENSMUSP00000023165	10090.ENSMUSP00000069744	0	0	0	0	0	0.168	0	0.738	0.773
Crebbp	Runx2	10090.ENSMUSP00000023165	10090.ENSMUSP00000109201	0	0	0	0	0	0.123	0	0.753	0.774
Crebbp	Fgfr1	10090.ENSMUSP00000023165	10090.ENSMUSP00000081041	0	0	0	0	0.044	0.522	0	0.561	0.781
Crebbp	Hdac3	10090.ENSMUSP00000023165	10090.ENSMUSP00000037981	0	0	0	0	0	0.264	0.500	0.523	0.809
Crebbp	Trrap	10090.ENSMUSP00000023165	10090.ENSMUSP00000098035	0	0	0	0	0.176	0.329	0	0.690	0.813
Crebbp	E2f1	10090.ENSMUSP00000023165	10090.ENSMUSP00000099434	0	0	0	0	0	0.436	0	0.690	0.818
Crebbp	Tcf3	10090.ENSMUSP00000023165	10090.ENSMUSP00000100979	0	0	0	0	0	0.553	0	0.623	0.824
Crebbp	Kmt2d	10090.ENSMUSP00000023165	10090.ENSMUSP00000023741	0	0	0	0.546	0.266	0.316	0	0.678	0.824
Crebbp	Kmt2c	10090.ENSMUSP00000023165	10090.ENSMUSP00000043874	0	0	0	0	0.265	0.074	0	0.764	0.825
Crebbp	Stat4	10090.ENSMUSP00000023165	10090.ENSMUSP00000027277	0	0	0	0	0	0.506	0.650	0.107	0.832
Crebbp	Maf	10090.ENSMUSP00000023165	10090.ENSMUSP00000104732	0	0	0	0	0	0.293	0	0.775	0.834
Crebbp	Myod1	10090.ENSMUSP00000023165	10090.ENSMUSP00000072330	0	0	0	0	0	0.560	0	0.644	0.837
Crebbp	Dhx9	10090.ENSMUSP00000023165	10090.ENSMUSP00000139825	0	0	0	0	0.064	0.141	0	0.821	0.843
Crebbp	Ets2	10090.ENSMUSP00000023165	10090.ENSMUSP00000023612	0	0	0	0	0.048	0.645	0	0.579	0.845
Crebbp	Rel	10090.ENSMUSP00000023165	10090.ENSMUSP00000099928	0	0	0	0	0	0.283	0	0.797	0.848
Crebbp	Gata1	10090.ENSMUSP00000023165	10090.ENSMUSP00000033502	0	0	0	0	0	0.343	0	0.793	0.858
Crebbp	Kat5	10090.ENSMUSP00000023165	10090.ENSMUSP00000109271	0	0	0	0	0.056	0.105	0	0.847	0.859
Crebbp	Stat6	10090.ENSMUSP00000023165	10090.ENSMUSP00000089708	0	0	0	0	0	0.377	0.650	0.424	0.863
Crebbp	Egr1	10090.ENSMUSP00000023165	10090.ENSMUSP00000069616	0	0	0	0	0	0.217	0	0.842	0.870
Crebbp	Ets1	10090.ENSMUSP00000023165	10090.ENSMUSP00000034534	0	0	0	0	0.048	0.656	0	0.675	0.884
Crebbp	Notch1	10090.ENSMUSP00000023165	10090.ENSMUSP00000028288	0	0	0	0	0.050	0.196	0.500	0.736	0.885
Crebbp	Stat5b	10090.ENSMUSP00000023165	10090.ENSMUSP00000102981	0	0	0	0	0	0.237	0.650	0.615	0.888
Crebbp	Runx1	10090.ENSMUSP00000023165	10090.ENSMUSP00000023673	0	0	0	0	0	0.117	0.500	0.768	0.888
Crebbp	Kat6a	10090.ENSMUSP00000023165	10090.ENSMUSP00000038181	0	0	0	0	0.324	0.168	0	0.827	0.894
Crebbp	Pax6	10090.ENSMUSP00000023165	10090.ENSMUSP00000087870	0	0	0	0	0	0.072	0.800	0.514	0.901
Crebbp	Neurog1	10090.ENSMUSP00000023165	10090.ENSMUSP00000050484	0	0	0	0	0	0.104	0	0.898	0.904
Crebbp	Src	10090.ENSMUSP00000023165	10090.ENSMUSP00000090237	0	0	0	0	0.065	0.132	0	0.891	0.904
Crebbp	Med1	10090.ENSMUSP00000023165	10090.ENSMUSP00000103169	0	0	0	0	0.465	0	0.400	0.725	0.904
Crebbp	Helz2	10090.ENSMUSP00000023165	10090.ENSMUSP00000104459	0	0	0	0	0.089	0	0.800	0.523	0.905
Crebbp	Hif3a	10090.ENSMUSP00000023165	10090.ENSMUSP00000104132	0	0	0	0	0	0.654	0.500	0.512	0.908
Crebbp	Nfkb1	10090.ENSMUSP00000023165	10090.ENSMUSP00000029812	0	0	0	0	0.043	0.271	0.500	0.771	0.909
Crebbp	Sin3a	10090.ENSMUSP00000023165	10090.ENSMUSP00000130221	0	0	0	0	0.115	0.329	0.500	0.747	0.915
Crebbp	Ppara	10090.ENSMUSP00000023165	10090.ENSMUSP00000105049	0	0	0	0	0	0.633	0.500	0.617	0.923
Crebbp	Maml3	10090.ENSMUSP00000023165	10090.ENSMUSP00000112637	0	0	0	0	0.046	0.088	0.800	0.615	0.924
Crebbp	Maml2	10090.ENSMUSP00000023165	10090.ENSMUSP00000136866	0	0	0	0	0.046	0.093	0.800	0.621	0.925
Crebbp	Tcf7l1	10090.ENSMUSP00000023165	10090.ENSMUSP00000109687	0	0	0	0	0.054	0.116	0.900	0.220	0.926
Crebbp	Egr2	10090.ENSMUSP00000023165	10090.ENSMUSP00000041053	0	0	0	0	0	0.102	0.900	0.275	0.929
Crebbp	Sirt1	10090.ENSMUSP00000023165	10090.ENSMUSP00000112595	0	0	0	0	0.052	0.274	0	0.909	0.932
Crebbp	Egr3	10090.ENSMUSP00000023165	10090.ENSMUSP00000153491	0	0	0	0	0	0.217	0.900	0.202	0.932
Crebbp	Nfe2l2	10090.ENSMUSP00000023165	10090.ENSMUSP00000099733	0	0	0	0	0	0.394	0.700	0.671	0.935
Crebbp	Rxra	10090.ENSMUSP00000023165	10090.ENSMUSP00000076491	0	0	0	0	0	0.628	0.650	0.600	0.943
Crebbp	Maml1	10090.ENSMUSP00000023165	10090.ENSMUSP00000059210	0	0	0	0	0.150	0.196	0.800	0.648	0.945
Crebbp	Ncoa6	10090.ENSMUSP00000023165	10090.ENSMUSP00000105295	0	0	0	0	0.134	0.413	0.400	0.864	0.953
Crebbp	Ppargc1a	10090.ENSMUSP00000023165	10090.ENSMUSP00000117040	0	0	0	0	0.068	0.093	0	0.952	0.955
Crebbp	Smarca4	10090.ENSMUSP00000023165	10090.ENSMUSP00000096547	0	0	0	0	0.081	0.139	0	0.949	0.956
Crebbp	Foxo3	10090.ENSMUSP00000023165	10090.ENSMUSP00000101141	0	0	0	0	0.082	0.755	0	0.829	0.958
Crebbp	Tcf7l2	10090.ENSMUSP00000023165	10090.ENSMUSP00000107284	0	0	0	0	0.058	0.381	0.900	0.407	0.960
Crebbp	Smad4	10090.ENSMUSP00000023165	10090.ENSMUSP00000025393	0	0	0	0	0.101	0.374	0	0.940	0.963
Crebbp	Rbpj	10090.ENSMUSP00000023165	10090.ENSMUSP00000040694	0	0	0	0	0.053	0	0.900	0.652	0.964
Crebbp	Hdac1	10090.ENSMUSP00000023165	10090.ENSMUSP00000099657	0	0	0	0	0.053	0.264	0.500	0.910	0.964
Crebbp	Lef1	10090.ENSMUSP00000023165	10090.ENSMUSP00000029611	0	0	0	0	0.049	0.116	0.900	0.647	0.966
Crebbp	Irf7	10090.ENSMUSP00000023165	10090.ENSMUSP00000026571	0	0	0	0	0	0.212	0.900	0.784	0.981
Crebbp	Smad1	10090.ENSMUSP00000023165	10090.ENSMUSP00000071035	0	0	0	0	0.052	0.267	0	0.976	0.981
Crebbp	Kat2a	10090.ENSMUSP00000023165	10090.ENSMUSP00000099407	0	0	0	0	0	0.390	0.800	0.875	0.983
Crebbp	Foxo4	10090.ENSMUSP00000023165	10090.ENSMUSP00000059420	0	0	0	0	0.056	0.482	0.900	0.735	0.985
Crebbp	Crtc2	10090.ENSMUSP00000023165	10090.ENSMUSP00000029545	0	0	0	0	0.069	0.084	0.800	0.931	0.986
Crebbp	Esr1	10090.ENSMUSP00000023165	10090.ENSMUSP00000101215	0	0	0	0	0	0.650	0.500	0.933	0.987
Crebbp	Stat5a	10090.ENSMUSP00000023165	10090.ENSMUSP00000102980	0	0	0	0	0	0.237	0.650	0.965	0.989
Crebbp	Foxo1	10090.ENSMUSP00000023165	10090.ENSMUSP00000055308	0	0	0	0	0.071	0.474	0.900	0.803	0.989
Crebbp	Smad2	10090.ENSMUSP00000023165	10090.ENSMUSP00000130115	0	0	0	0	0.052	0.560	0	0.986	0.993
Crebbp	Smad3	10090.ENSMUSP00000023165	10090.ENSMUSP00000034973	0	0	0	0	0.052	0.650	0	0.987	0.995
Crebbp	Myb	10090.ENSMUSP00000023165	10090.ENSMUSP00000139699	0	0	0	0	0.054	0.875	0	0.961	0.995
Crebbp	Stat3	10090.ENSMUSP00000023165	10090.ENSMUSP00000120152	0	0	0	0	0.061	0.415	0.650	0.983	0.996
Crebbp	Stat2	10090.ENSMUSP00000023165	10090.ENSMUSP00000082855	0	0	0	0	0	0.823	0.650	0.957	0.997
Crebbp	Jun	10090.ENSMUSP00000023165	10090.ENSMUSP00000102711	0	0	0	0	0.042	0.559	0	0.994	0.997
Crebbp	Stat1	10090.ENSMUSP00000023165	10090.ENSMUSP00000141132	0	0	0	0	0	0.863	0.650	0.975	0.998
Crebbp	Epas1	10090.ENSMUSP00000023165	10090.ENSMUSP00000024954	0	0	0	0	0	0.622	0.900	0.961	0.998
Crebbp	Ncoa3	10090.ENSMUSP00000023165	10090.ENSMUSP00000085416	0	0	0	0	0.105	0.905	0.800	0.988	0.999
Crebbp	Trp53	10090.ENSMUSP00000023165	10090.ENSMUSP00000104298	0	0	0	0	0.043	0.987	0.900	0.995	0.999
Crebbp	Rela	10090.ENSMUSP00000023165	10090.ENSMUSP00000025867	0	0	0	0	0.049	0.946	0.500	0.992	0.999
Crebbp	Ep300	10090.ENSMUSP00000023165	10090.ENSMUSP00000066789	0	0	0.062	0.955	0.764	0.552	0.900	0.952	0.999
Crebbp	Ncoa1	10090.ENSMUSP00000023165	10090.ENSMUSP00000082971	0	0	0	0	0.102	0.867	0.800	0.988	0.999
Crebl2	Fos	10090.ENSMUSP00000035304	10090.ENSMUSP00000021674	0	0	0	0	0	0.093	0	0.386	0.419
Crebl2	Fosl2	10090.ENSMUSP00000035304	10090.ENSMUSP00000031017	0	0	0	0	0	0.093	0	0.461	0.490
Crebl2	Etv6	10090.ENSMUSP00000035304	10090.ENSMUSP00000079818	0	0	0	0	0	0	0	0.426	0.426
Crebl2	Crebrf	10090.ENSMUSP00000035304	10090.ENSMUSP00000059102	0	0	0	0	0.209	0.200	0	0.682	0.781
Crebrf	Rnf14	10090.ENSMUSP00000059102	10090.ENSMUSP00000126205	0	0	0	0	0.045	0.046	0	0.537	0.541
Crebzf	Edf1	10090.ENSMUSP00000050972	10090.ENSMUSP00000015236	0	0	0	0	0	0	0	0.458	0.458
Crebzf	Tnks	10090.ENSMUSP00000050972	10090.ENSMUSP00000033929	0	0	0	0	0.056	0	0	0.429	0.438
Crebzf	Rel	10090.ENSMUSP00000050972	10090.ENSMUSP00000099928	0	0	0	0	0	0	0	0.402	0.402
Crem	Fosb	10090.ENSMUSP00000121233	10090.ENSMUSP00000003640	0	0	0	0	0.065	0	0	0.397	0.412
Crem	Mapk14	10090.ENSMUSP00000121233	10090.ENSMUSP00000004990	0	0	0	0	0	0.256	0	0.252	0.420
Crem	Fos	10090.ENSMUSP00000121233	10090.ENSMUSP00000021674	0	0	0	0	0.071	0.168	0	0.514	0.591
Crem	Nr4a2	10090.ENSMUSP00000121233	10090.ENSMUSP00000028166	0	0	0	0	0.146	0	0	0.385	0.453
Crem	Il2	10090.ENSMUSP00000121233	10090.ENSMUSP00000029275	0	0	0	0	0	0.168	0	0.429	0.504
Crem	Nr4a3	10090.ENSMUSP00000121233	10090.ENSMUSP00000030025	0	0	0	0	0.181	0	0	0.307	0.408
Crem	Fosl2	10090.ENSMUSP00000121233	10090.ENSMUSP00000031017	0	0	0	0	0.091	0.123	0	0.386	0.467
Crem	Mapk3	10090.ENSMUSP00000121233	10090.ENSMUSP00000051619	0	0	0	0	0	0.256	0	0.275	0.437
Crem	Xbp1	10090.ENSMUSP00000121233	10090.ENSMUSP00000054852	0	0	0	0	0.131	0.116	0	0.287	0.405
Crem	Junb	10090.ENSMUSP00000121233	10090.ENSMUSP00000064680	0	0	0	0	0.102	0.294	0	0.271	0.497
Crem	Nfil3	10090.ENSMUSP00000121233	10090.ENSMUSP00000065363	0	0	0	0	0.226	0.137	0	0.307	0.497
Crem	Egr1	10090.ENSMUSP00000121233	10090.ENSMUSP00000069616	0	0	0	0	0.073	0.059	0	0.454	0.482
Crem	Nfatc2	10090.ENSMUSP00000121233	10090.ENSMUSP00000074198	0	0	0	0	0	0.132	0	0.529	0.573
Crem	Mapk7	10090.ENSMUSP00000121233	10090.ENSMUSP00000078087	0	0	0	0	0	0.256	0	0.289	0.448
Crem	Jund	10090.ENSMUSP00000121233	10090.ENSMUSP00000092901	0	0	0	0	0.067	0.294	0	0.530	0.664
Crem	Maff	10090.ENSMUSP00000121233	10090.ENSMUSP00000094076	0	0	0	0	0.085	0.236	0	0.221	0.407
Crem	Hdac1	10090.ENSMUSP00000121233	10090.ENSMUSP00000099657	0	0	0	0	0.051	0.344	0	0.551	0.696
Crem	Jun	10090.ENSMUSP00000121233	10090.ENSMUSP00000102711	0	0	0	0	0.083	0.294	0	0.530	0.669
Crem	Fhl5	10090.ENSMUSP00000121233	10090.ENSMUSP00000103839	0	0	0	0	0	0.335	0	0.733	0.815
Crem	Nfatc3	10090.ENSMUSP00000121233	10090.ENSMUSP00000104931	0	0	0	0	0	0.132	0	0.483	0.532
Crem	Egr3	10090.ENSMUSP00000121233	10090.ENSMUSP00000153491	0	0	0	0	0.042	0.059	0	0.396	0.408
Crem	Nr4a1	10090.ENSMUSP00000121233	10090.ENSMUSP00000155225	0	0	0	0	0.119	0	0	0.414	0.462
Crem	Nfatc1	10090.ENSMUSP00000121233	10090.ENSMUSP00000129001	0	0	0	0	0	0.132	0	0.512	0.558
Crem	Nfat5	10090.ENSMUSP00000121233	10090.ENSMUSP00000127784	0	0	0	0	0	0.061	0	0.573	0.582
Crlf3	Ilf3	10090.ENSMUSP00000060028	10090.ENSMUSP00000065770	0	0	0	0	0.064	0	0	0.391	0.405
Crlf3	Epo	10090.ENSMUSP00000060028	10090.ENSMUSP00000106667	0	0	0	0	0	0	0	0.529	0.529
Crtc1	Crtc2	10090.ENSMUSP00000075916	10090.ENSMUSP00000029545	0	0	0.077	0.804	0.061	0	0.900	0.163	0.917
Crtc1	Crtc3	10090.ENSMUSP00000075916	10090.ENSMUSP00000113540	0	0	0	0.724	0.110	0	0.900	0.222	0.924
Crtc2	Pparg	10090.ENSMUSP00000029545	10090.ENSMUSP00000000450	0	0	0	0	0	0	0	0.596	0.596
Crtc2	Kat2b	10090.ENSMUSP00000029545	10090.ENSMUSP00000000724	0	0	0	0	0.065	0	0	0.645	0.654
Crtc2	Ncoa2	10090.ENSMUSP00000029545	10090.ENSMUSP00000006037	0	0	0	0	0.066	0	0	0.436	0.450
Crtc2	Hnf4a	10090.ENSMUSP00000029545	10090.ENSMUSP00000018094	0	0	0	0	0.064	0	0	0.503	0.515
Crtc2	Srebf1	10090.ENSMUSP00000029545	10090.ENSMUSP00000020846	0	0	0	0	0.044	0	0	0.544	0.545
Crtc2	Pck1	10090.ENSMUSP00000029545	10090.ENSMUSP00000029017	0	0	0	0	0.090	0	0	0.607	0.627
Crtc2	Foxo3	10090.ENSMUSP00000029545	10090.ENSMUSP00000101141	0	0	0	0	0	0	0	0.408	0.408
Crtc2	Nr1h4	10090.ENSMUSP00000029545	10090.ENSMUSP00000100933	0	0	0	0	0.055	0	0	0.399	0.408
Crtc2	Wdr5	10090.ENSMUSP00000029545	10090.ENSMUSP00000109585	0	0	0	0	0.042	0	0	0.441	0.441
Crtc2	Ncoa1	10090.ENSMUSP00000029545	10090.ENSMUSP00000082971	0	0	0	0	0.043	0	0	0.472	0.473
Crtc2	Ppara	10090.ENSMUSP00000029545	10090.ENSMUSP00000105049	0	0	0	0	0	0	0	0.509	0.509
Crtc2	Taf4	10090.ENSMUSP00000029545	10090.ENSMUSP00000038610	0	0	0	0	0.066	0.080	0	0.483	0.517
Crtc2	Nr0b2	10090.ENSMUSP00000029545	10090.ENSMUSP00000039175	0	0	0	0	0	0	0	0.636	0.636
Crtc2	Foxo1	10090.ENSMUSP00000029545	10090.ENSMUSP00000055308	0	0	0	0	0.049	0	0	0.681	0.684
Crtc2	Sirt1	10090.ENSMUSP00000029545	10090.ENSMUSP00000112595	0	0	0	0	0.047	0	0	0.695	0.697
Crtc2	Ppargc1a	10090.ENSMUSP00000029545	10090.ENSMUSP00000117040	0	0	0	0	0.048	0.059	0	0.803	0.808
Crtc2	Ep300	10090.ENSMUSP00000029545	10090.ENSMUSP00000066789	0	0	0	0	0.084	0.093	0.800	0.391	0.885
Crtc2	Ppp3cb	10090.ENSMUSP00000029545	10090.ENSMUSP00000125722	0	0	0	0	0	0.102	0.900	0.076	0.909
Crtc2	Ppp3r1	10090.ENSMUSP00000029545	10090.ENSMUSP00000099944	0	0	0	0	0	0.104	0.900	0.094	0.911
Crtc2	Ogt	10090.ENSMUSP00000029545	10090.ENSMUSP00000045409	0	0	0	0	0.046	0.104	0.900	0.333	0.935
Crtc2	Prkaa1	10090.ENSMUSP00000029545	10090.ENSMUSP00000063166	0	0	0	0	0.049	0.093	0.900	0.349	0.936
Crtc2	Ppp3ca	10090.ENSMUSP00000029545	10090.ENSMUSP00000053101	0	0	0	0	0	0.315	0.900	0.182	0.939
Crtc2	Crtc3	10090.ENSMUSP00000029545	10090.ENSMUSP00000113540	0	0	0	0.805	0.124	0	0.900	0.508	0.953
Crtc3	Ppargc1a	10090.ENSMUSP00000113540	10090.ENSMUSP00000117040	0	0	0	0	0.048	0.059	0	0.395	0.411
Crx	Pdgfb	10090.ENSMUSP00000134400	10090.ENSMUSP00000000500	0	0	0	0	0.054	0	0	0.528	0.534
Crx	Shh	10090.ENSMUSP00000134400	10090.ENSMUSP00000002708	0	0	0	0	0	0	0	0.451	0.451
Crx	Rxrg	10090.ENSMUSP00000134400	10090.ENSMUSP00000015987	0	0	0	0	0	0	0	0.543	0.543
Crx	Thrb	10090.ENSMUSP00000134400	10090.ENSMUSP00000022304	0	0	0	0	0.044	0	0	0.627	0.628
Crx	Pou5f1	10090.ENSMUSP00000134400	10090.ENSMUSP00000025271	0	0	0	0	0.103	0.054	0	0.422	0.467
Crx	Hhex	10090.ENSMUSP00000134400	10090.ENSMUSP00000025944	0	0	0	0	0.056	0	0	0.446	0.454
Crx	Lhx4	10090.ENSMUSP00000134400	10090.ENSMUSP00000027740	0	0	0	0	0.104	0	0	0.470	0.505
Crx	Ptf1a	10090.ENSMUSP00000134400	10090.ENSMUSP00000028068	0	0	0	0	0	0	0	0.437	0.437
Crx	Lhx3	10090.ENSMUSP00000134400	10090.ENSMUSP00000028302	0	0	0	0	0.093	0	0	0.433	0.463
Crx	Neurog2	10090.ENSMUSP00000134400	10090.ENSMUSP00000029587	0	0	0	0	0	0	0	0.450	0.450
Crx	Pou4f2	10090.ENSMUSP00000134400	10090.ENSMUSP00000034115	0	0	0	0	0.085	0	0	0.686	0.701
Crx	Rora	10090.ENSMUSP00000134400	10090.ENSMUSP00000034766	0	0	0	0	0	0	0	0.504	0.504
Crx	Nr2e3	10090.ENSMUSP00000134400	10090.ENSMUSP00000034831	0	0	0	0	0.338	0.298	0	0.909	0.954
Crx	Neurod1	10090.ENSMUSP00000134400	10090.ENSMUSP00000040364	0	0	0	0	0.049	0	0	0.777	0.779
Crx	Isl1	10090.ENSMUSP00000134400	10090.ENSMUSP00000044879	0	0	0	0	0.052	0.074	0	0.545	0.565
