#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	ref	name
Ctnnb1	Runx2	10090.ENSMUSP00000007130	10090.ENSMUSP00000109201	0	0	0	0	0	0.079	0	0.798	0.806	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Nanog	10090.ENSMUSP00000007130	10090.ENSMUSP00000012540	0	0	0	0	0	0.292	0	0.744	0.811	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Stat3	10090.ENSMUSP00000007130	10090.ENSMUSP00000120152	0	0	0	0	0.100	0	0	0.838	0.848	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Esr1	10090.ENSMUSP00000007130	10090.ENSMUSP00000101215	0	0	0	0	0.049	0.320	0	0.896	0.926	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Myc	10090.ENSMUSP00000007130	10090.ENSMUSP00000022971	0	0	0	0	0.055	0.351	0.540	0.888	0.964	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Sox2	10090.ENSMUSP00000007130	10090.ENSMUSP00000096755	0	0	0	0	0	0.339	0.500	0.939	0.978	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Smad3	10090.ENSMUSP00000007130	10090.ENSMUSP00000034973	0	0	0	0	0.084	0.431	0	0.971	0.983	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Ctnnb1	Pou5f1	10090.ENSMUSP00000007130	10090.ENSMUSP00000025271	0	0	0	0	0	0.522	0	0.994	0.997	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp24a1	Cyp2r1	10090.ENSMUSP00000047954	10090.ENSMUSP00000032908	0	0	0.212	0.610	0.056	0	0.900	0.385	0.948	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp24a1	Esr1	10090.ENSMUSP00000047954	10090.ENSMUSP00000101215	0	0	0	0	0	0.077	0	0.378	0.401	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp24a1	Med1	10090.ENSMUSP00000047954	10090.ENSMUSP00000103169	0	0	0	0	0.047	0.254	0	0.438	0.565	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp24a1	Pth	10090.ENSMUSP00000047954	10090.ENSMUSP00000078723	0	0	0	0	0.086	0	0	0.786	0.796	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp24a1	Cyp27b1	10090.ENSMUSP00000047954	10090.ENSMUSP00000130005	0	0	0.138	0.801	0.104	0.093	0.900	0.216	0.935	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Mettl1	10090.ENSMUSP00000130005	10090.ENSMUSP00000006915	0	0.380	0	0	0.056	0	0	0.389	0.612	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Il10	10090.ENSMUSP00000130005	10090.ENSMUSP00000016673	0	0	0	0	0.047	0	0	0.440	0.443	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Ncor1	10090.ENSMUSP00000130005	10090.ENSMUSP00000018645	0	0	0	0	0.046	0.484	0	0.190	0.566	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Il6	10090.ENSMUSP00000130005	10090.ENSMUSP00000026845	0	0	0	0	0.052	0	0	0.440	0.446	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Tlr2	10090.ENSMUSP00000130005	10090.ENSMUSP00000029623	0	0	0	0	0	0	0	0.476	0.476	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Cyp2r1	10090.ENSMUSP00000130005	10090.ENSMUSP00000032908	0	0	0.226	0.605	0.069	0.604	0.900	0.391	0.979	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Ifng	10090.ENSMUSP00000130005	10090.ENSMUSP00000063800	0	0	0	0	0	0	0	0.458	0.457	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Pth	10090.ENSMUSP00000130005	10090.ENSMUSP00000078723	0	0	0	0	0.057	0	0	0.859	0.861	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Ncoa1	10090.ENSMUSP00000130005	10090.ENSMUSP00000082971	0	0	0	0	0	0.648	0	0.213	0.711	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Esr1	10090.ENSMUSP00000130005	10090.ENSMUSP00000101215	0	0	0	0	0	0.077	0	0.381	0.404	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp27b1	Med1	10090.ENSMUSP00000130005	10090.ENSMUSP00000103169	0	0	0	0	0	0.661	0	0.300	0.752	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Cyp2r1	Pth	10090.ENSMUSP00000032908	10090.ENSMUSP00000078723	0	0	0	0	0	0	0	0.669	0.669	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il4	10090.ENSMUSP00000035020	10090.ENSMUSP00000000889	0	0	0	0	0.043	0	0	0.552	0.552	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Tbx21	10090.ENSMUSP00000035020	10090.ENSMUSP00000001484	0	0	0.065	0.858	0.409	0	0	0.160	0.496	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Spi1	10090.ENSMUSP00000035020	10090.ENSMUSP00000002180	0	0	0	0	0	0.042	0	0.615	0.615	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Nanog	10090.ENSMUSP00000035020	10090.ENSMUSP00000012540	0	0	0	0	0.049	0.079	0	0.664	0.680	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il10	10090.ENSMUSP00000035020	10090.ENSMUSP00000016673	0	0	0	0	0.082	0	0	0.491	0.512	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Irf4	10090.ENSMUSP00000035020	10090.ENSMUSP00000021784	0	0	0	0	0.091	0	0	0.567	0.590	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Pou5f1	10090.ENSMUSP00000035020	10090.ENSMUSP00000025271	0	0	0	0	0.082	0.055	0	0.690	0.707	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il6	10090.ENSMUSP00000035020	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.410	0.410	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il17a	10090.ENSMUSP00000035020	10090.ENSMUSP00000027061	0	0	0	0	0	0	0	0.609	0.609	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Zap70	10090.ENSMUSP00000035020	10090.ENSMUSP00000027291	0	0	0	0	0.110	0	0	0.363	0.409	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il2ra	10090.ENSMUSP00000035020	10090.ENSMUSP00000028111	0	0	0	0	0.092	0	0	0.518	0.544	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il2	10090.ENSMUSP00000035020	10090.ENSMUSP00000029275	0	0	0	0	0.047	0	0	0.690	0.691	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Smad3	10090.ENSMUSP00000035020	10090.ENSMUSP00000034973	0	0	0	0	0.093	0.064	0.400	0.309	0.601	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Stat1	10090.ENSMUSP00000035020	10090.ENSMUSP00000141132	0	0	0	0	0.067	0.041	0	0.433	0.448	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Kat2a	10090.ENSMUSP00000035020	10090.ENSMUSP00000099407	0	0	0	0	0.044	0	0	0.463	0.464	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Stat5a	10090.ENSMUSP00000035020	10090.ENSMUSP00000102980	0	0	0	0	0.051	0.041	0	0.479	0.484	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Fcgr3	10090.ENSMUSP00000035020	10090.ENSMUSP00000131938	0	0	0	0	0	0	0	0.519	0.519	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Il22	10090.ENSMUSP00000035020	10090.ENSMUSP00000094449	0	0	0	0	0.041	0	0	0.521	0.521	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Stat3	10090.ENSMUSP00000035020	10090.ENSMUSP00000120152	0	0	0	0	0.056	0.041	0	0.632	0.637	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Foxp3	10090.ENSMUSP00000035020	10090.ENSMUSP00000111405	0	0	0	0	0.042	0.051	0	0.702	0.705	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Klrb1c	10090.ENSMUSP00000035020	10090.ENSMUSP00000134504	0	0	0	0	0.140	0	0	0.674	0.708	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Sox2	10090.ENSMUSP00000035020	10090.ENSMUSP00000096755	0	0	0	0	0	0.051	0	0.715	0.718	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Ncam1	10090.ENSMUSP00000035020	10090.ENSMUSP00000130668	0	0	0	0	0	0	0	0.752	0.752	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Eomes	Ifng	10090.ENSMUSP00000035020	10090.ENSMUSP00000063800	0	0	0	0	0.202	0	0	0.764	0.803	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Kat2b	10090.ENSMUSP00000101215	10090.ENSMUSP00000000724	0	0	0	0	0	0.072	0.500	0.417	0.706	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Il4	10090.ENSMUSP00000101215	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.464	0.464	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Nanog	10090.ENSMUSP00000101215	10090.ENSMUSP00000012540	0	0	0	0	0	0	0	0.499	0.499	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Il10	10090.ENSMUSP00000101215	10090.ENSMUSP00000016673	0	0	0	0	0	0.051	0	0.537	0.542	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Ncor1	10090.ENSMUSP00000101215	10090.ENSMUSP00000018645	0	0	0	0	0	0.487	0.900	0.983	0.999	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Fos	10090.ENSMUSP00000101215	10090.ENSMUSP00000021674	0	0	0	0	0	0.168	0.900	0.986	0.998	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Myc	10090.ENSMUSP00000101215	10090.ENSMUSP00000022971	0	0	0	0	0.049	0.237	0	0.768	0.817	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Pou5f1	10090.ENSMUSP00000101215	10090.ENSMUSP00000025271	0	0	0	0	0	0.053	0	0.554	0.560	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Il6	10090.ENSMUSP00000101215	10090.ENSMUSP00000026845	0	0	0	0	0.050	0	0	0.774	0.776	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Il17a	10090.ENSMUSP00000101215	10090.ENSMUSP00000027061	0	0	0	0	0.046	0	0	0.430	0.432	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Zap70	10090.ENSMUSP00000101215	10090.ENSMUSP00000027291	0	0	0	0	0	0.081	0	0.464	0.486	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Il2	10090.ENSMUSP00000101215	10090.ENSMUSP00000029275	0	0	0	0	0	0	0	0.447	0.447	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Smad3	10090.ENSMUSP00000101215	10090.ENSMUSP00000034973	0	0	0	0	0	0.132	0	0.780	0.801	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Foxa1	10090.ENSMUSP00000101215	10090.ENSMUSP00000041118	0	0	0	0	0	0.267	0.500	0.984	0.993	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Ifng	10090.ENSMUSP00000101215	10090.ENSMUSP00000063800	0	0	0	0	0	0	0	0.564	0.564	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Pth	10090.ENSMUSP00000101215	10090.ENSMUSP00000078723	0	0	0	0	0	0	0	0.587	0.587	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Ncoa1	10090.ENSMUSP00000101215	10090.ENSMUSP00000082971	0	0	0	0	0	0.975	0.800	0.975	0.999	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	H4c11	10090.ENSMUSP00000101215	10090.ENSMUSP00000085006	0	0	0	0	0	0.051	0.500	0.412	0.696	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Stat6	10090.ENSMUSP00000101215	10090.ENSMUSP00000089708	0	0	0	0	0	0.091	0	0.379	0.412	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Sox2	10090.ENSMUSP00000101215	10090.ENSMUSP00000096755	0	0	0	0	0	0.042	0	0.533	0.533	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Kat2a	10090.ENSMUSP00000101215	10090.ENSMUSP00000099407	0	0	0	0	0	0.072	0	0.540	0.554	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Foxp3	10090.ENSMUSP00000101215	10090.ENSMUSP00000111405	0	0	0	0	0.048	0	0	0.457	0.460	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Stat1	10090.ENSMUSP00000101215	10090.ENSMUSP00000141132	0	0	0	0	0	0.096	0	0.690	0.707	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Runx2	10090.ENSMUSP00000101215	10090.ENSMUSP00000109201	0	0	0	0	0.063	0.064	0	0.761	0.772	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Stat5a	10090.ENSMUSP00000101215	10090.ENSMUSP00000102980	0	0	0	0	0.047	0.333	0	0.753	0.829	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Stat3	10090.ENSMUSP00000101215	10090.ENSMUSP00000120152	0	0	0	0	0	0.138	0	0.833	0.850	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Esr1	Med1	10090.ENSMUSP00000101215	10090.ENSMUSP00000103169	0	0	0	0	0	0.561	0.900	0.782	0.989	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il4	10090.ENSMUSP00000131938	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.789	0.789	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Tbx21	10090.ENSMUSP00000131938	10090.ENSMUSP00000001484	0	0	0	0	0.053	0	0	0.667	0.671	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Spi1	10090.ENSMUSP00000131938	10090.ENSMUSP00000002180	0	0	0	0	0.339	0	0	0.467	0.632	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il10	10090.ENSMUSP00000131938	10090.ENSMUSP00000016673	0	0	0	0	0.051	0	0	0.811	0.813	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Irf4	10090.ENSMUSP00000131938	10090.ENSMUSP00000021784	0	0	0	0	0.074	0	0	0.453	0.472	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il6	10090.ENSMUSP00000131938	10090.ENSMUSP00000026845	0	0	0	0	0.097	0	0	0.794	0.806	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il17a	10090.ENSMUSP00000131938	10090.ENSMUSP00000027061	0	0	0	0	0.064	0	0	0.747	0.753	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Zap70	10090.ENSMUSP00000131938	10090.ENSMUSP00000027291	0	0	0	0	0.062	0.072	0	0.478	0.506	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il2ra	10090.ENSMUSP00000131938	10090.ENSMUSP00000028111	0	0	0	0	0	0	0	0.695	0.695	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il2	10090.ENSMUSP00000131938	10090.ENSMUSP00000029275	0	0	0	0	0	0	0	0.809	0.809	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Tlr2	10090.ENSMUSP00000131938	10090.ENSMUSP00000029623	0	0	0	0	0.200	0.050	0	0.648	0.709	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Ifnb1	10090.ENSMUSP00000131938	10090.ENSMUSP00000056720	0	0	0	0	0	0	0	0.576	0.576	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Ifng	10090.ENSMUSP00000131938	10090.ENSMUSP00000063800	0	0	0	0	0.054	0	0	0.867	0.868	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Stat6	10090.ENSMUSP00000131938	10090.ENSMUSP00000089708	0	0	0	0	0.079	0	0	0.436	0.458	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Il22	10090.ENSMUSP00000131938	10090.ENSMUSP00000094449	0	0	0	0	0	0	0	0.570	0.570	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Stat5a	10090.ENSMUSP00000131938	10090.ENSMUSP00000102980	0	0	0	0	0.056	0	0	0.490	0.497	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Foxp3	10090.ENSMUSP00000131938	10090.ENSMUSP00000111405	0	0	0	0	0	0	0	0.847	0.847	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Stat3	10090.ENSMUSP00000131938	10090.ENSMUSP00000120152	0	0	0	0	0.072	0	0	0.528	0.543	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Ncam1	10090.ENSMUSP00000131938	10090.ENSMUSP00000130668	0	0	0	0	0	0.180	0	0.972	0.976	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Stat1	10090.ENSMUSP00000131938	10090.ENSMUSP00000141132	0	0	0	0	0.067	0	0	0.520	0.533	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fcgr3	Klrb1c	10090.ENSMUSP00000131938	10090.ENSMUSP00000134504	0	0	0	0	0.064	0	0	0.842	0.845	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Kat2b	10090.ENSMUSP00000021674	10090.ENSMUSP00000000724	0	0	0	0	0	0.054	0	0.537	0.543	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Il4	10090.ENSMUSP00000021674	10090.ENSMUSP00000000889	0	0	0	0	0.086	0	0	0.528	0.550	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Spi1	10090.ENSMUSP00000021674	10090.ENSMUSP00000002180	0	0	0	0	0.041	0.082	0	0.907	0.910	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Il10	10090.ENSMUSP00000021674	10090.ENSMUSP00000016673	0	0	0	0	0.056	0	0	0.605	0.612	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Ncor1	10090.ENSMUSP00000021674	10090.ENSMUSP00000018645	0	0	0	0	0	0.329	0	0.356	0.549	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Irf4	10090.ENSMUSP00000021674	10090.ENSMUSP00000021784	0	0	0	0	0.058	0.098	0	0.360	0.408	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	H4c11	10090.ENSMUSP00000021674	10090.ENSMUSP00000085006	0	0	0	0	0	0.096	0	0.375	0.410	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Stat6	10090.ENSMUSP00000021674	10090.ENSMUSP00000089708	0	0	0	0	0.069	0.101	0	0.355	0.413	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Ifnb1	10090.ENSMUSP00000021674	10090.ENSMUSP00000056720	0	0	0	0	0.080	0	0	0.433	0.456	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Sox2	10090.ENSMUSP00000021674	10090.ENSMUSP00000096755	0	0	0	0	0.067	0.096	0	0.418	0.466	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Pth	10090.ENSMUSP00000021674	10090.ENSMUSP00000078723	0	0	0	0	0	0	0	0.469	0.469	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
Fos	Tlr2	10090.ENSMUSP00000021674	10090.ENSMUSP00000029623	0	0	0	0	0.087	0	0	0.468	0.494	PMID:29593729	Genomic Effects Of The Vitamin D Receptor Potentially The Link Between Vitamin D Immune Cells And Multiple Sclerosis
